Point,Northing,Easting,Elevation,Code,Timestamp,Comment
188,244117.732,2385217.994,311.498,XS GND,2010-04-01T10:22:58,
189,244118.433,2385219.335,311.580,XS GND,2010-04-01T10:23:11,
190,244119.114,2385220.466,311.496,XS GND,2010-04-01T10:23:24,
191,244119.851,2385221.792,311.258,XS GND,2010-04-01T10:23:37,
192,244120.717,2385223.111,311.092,XS GND,2010-04-01T10:23:49,
193,244121.254,2385223.871,310.748,XS GND,2010-04-01T10:24:03,
194,244121.437,2385224.323,310.196,XS GND,2010-04-01T10:24:22,
195,244121.895,2385224.197,309.783,XS WSE,2010-04-01T10:25:23,
196,244121.363,2385224.900,309.456,XS GND,2010-04-01T10:26:16,
197,244121.888,2385226.301,309.335,XS GND,2010-04-01T10:26:32,
198,244122.157,2385227.107,309.280,XS GND,2010-04-01T10:26:52,
199,244122.801,2385228.254,309.278,XS GND,2010-04-01T10:27:07,
200,244123.659,2385229.680,309.302,XS GND,2010-04-01T10:27:21,
201,244124.141,2385230.346,309.537,XS GND,2010-04-01T10:27:33,
202,244124.407,2385230.869,309.376,XS GND,2010-04-01T10:27:48,
203,244124.815,2385231.620,309.542,XS GND,2010-04-01T10:28:00,
204,244125.278,2385232.603,309.426,XS GND,2010-04-01T10:28:15,
205,244125.674,2385233.301,309.617,XS GND,2010-04-01T10:28:32,
206,244126.080,2385233.748,309.780,XS WSE,2010-04-01T10:28:55,
207,244126.163,2385234.102,310.165,XS GND,2010-04-01T10:29:16,
208,244126.524,2385235.097,310.860,XS GND,2010-04-01T10:29:31,
209,244127.066,2385236.324,311.726,XS GND,2010-04-01T10:29:47,
210,244127.664,2385237.675,313.254,XS GND,2010-04-01T10:30:05,
211,244128.340,2385238.945,314.892,XS GND,2010-04-01T10:30:46,
212,244128.751,2385239.584,315.768,XS GND,2010-04-01T10:31:00,
213,244129.505,2385241.053,315.991,XS GND,2010-04-01T10:31:12,
214,244130.177,2385242.812,315.916,XS GND,2010-04-01T10:31:23,
215,244131.027,2385244.553,316.106,XS GND,2010-04-01T10:31:34,
216,244131.836,2385246.546,316.284,XS GND,2010-04-01T10:31:46,
217,244132.759,2385248.535,316.279,XS GND,2010-04-01T10:31:56,
218,244133.704,2385250.480,316.372,XS JEND GND,2010-04-01T10:32:13,
219,244312.705,2385257.113,319.904,BM,2010-04-01T10:36:25,
220,244013.603,2385233.178,313.211,XS JST GND,2010-04-01T10:43:51,XS-9
221,244014.628,2385233.671,313.298,XS GND,2010-04-01T10:44:07,
222,244015.792,2385234.373,313.178,XS GND,2010-04-01T10:44:20,
223,244016.916,2385235.105,312.834,XS GND,2010-04-01T10:44:31,
224,244017.951,2385235.757,312.939,XS GND,2010-04-01T10:44:43,
225,244019.199,2385236.532,313.014,XS GND,2010-04-01T10:44:56,
226,244020.552,2385237.339,312.740,XS GND,2010-04-01T10:45:08,
227,244021.742,2385238.055,312.644,XS GND,2010-04-01T10:45:21,
228,244023.032,2385238.844,311.996,XS GND,2010-04-01T10:45:32,
229,244023.882,2385239.509,312.034,XS GND,2010-04-01T10:45:43,
230,244024.582,2385239.875,311.429,XS GND,2010-04-01T10:46:01,
231,244024.629,2385240.460,310.554,XS WSE,2010-04-01T10:46:31,
232,244024.973,2385240.515,310.122,XS GND,2010-04-01T10:46:58,
233,244025.880,2385240.931,309.914,XS GND,2010-04-01T10:47:11,
234,244026.887,2385241.533,310.165,XS GND,2010-04-01T10:47:22,
235,244028.047,2385242.238,310.053,XS GND,2010-04-01T10:47:36,
236,244029.143,2385243.267,309.954,XS GND,2010-04-01T10:47:49,
237,244030.396,2385243.934,309.765,XS GND,2010-04-01T10:48:03,
238,244031.152,2385244.285,309.921,XS TW,2010-04-01T10:48:28,
239,244032.031,2385244.882,309.687,XS GND,2010-04-01T10:49:00,
240,244032.341,2385245.230,309.723,XS GND,2010-04-01T10:49:14,
241,244032.376,2385245.112,310.512,XS WSE,2010-04-01T10:49:35,
242,244032.550,2385245.147,311.009,XS GND,2010-04-01T10:50:00,
243,244033.299,2385245.606,311.289,XS GND,2010-04-01T10:50:27,
244,244034.019,2385246.224,313.151,XS GND,2010-04-01T10:51:22,
245,244034.807,2385246.797,313.450,XS GND,2010-04-01T10:51:36,
246,244036.153,2385247.942,313.187,XS GND,2010-04-01T10:51:47,
247,244037.745,2385248.997,313.266,XS GND,2010-04-01T10:51:59,
248,244039.184,2385250.200,313.336,XS GND,2010-04-01T10:52:09,
249,244041.151,2385251.675,313.538,XS GND,2010-04-01T10:52:20,
250,244042.699,2385252.835,313.446,XS GND,2010-04-01T10:52:30,
251,244044.189,2385254.009,313.453,XS GND,2010-04-01T10:52:43,
252,244045.310,2385254.907,313.392,XS JEND GND,2010-04-01T10:52:56,
253,244004.712,2385233.356,312.928,XS JST GND,2010-04-01T10:59:10,XS-8
254,244005.379,2385234.682,313.106,XS GND,2010-04-01T10:59:26,
255,244006.598,2385236.712,313.054,XS GND,2010-04-01T10:59:42,
256,244007.285,2385238.048,313.255,XS GND,2010-04-01T10:59:56,
257,244008.100,2385239.433,313.371,XS GND,2010-04-01T11:00:11,
258,244009.063,2385240.866,313.503,XS GND,2010-04-01T11:00:24,
259,244009.871,2385242.179,313.775,XS GND,2010-04-01T11:00:35,
260,244010.904,2385243.884,313.822,XS GND,2010-04-01T11:00:48,
261,244011.610,2385245.258,313.828,XS GND,2010-04-01T11:01:00,
262,244012.304,2385246.632,313.602,XS GND,2010-04-01T11:01:13,
263,244012.747,2385247.532,312.942,XS GND,2010-04-01T11:01:33,
264,244013.317,2385248.634,312.099,XS GND,2010-04-01T11:01:45,
265,244013.658,2385249.369,311.716,XS GND,2010-04-01T11:02:00,
266,244013.986,2385249.973,310.681,XS WSE,2010-04-01T11:02:48,
267,244014.216,2385250.130,310.138,XS GND,2010-04-01T11:03:15,
268,244014.724,2385250.882,309.939,XS GND,2010-04-01T11:03:30,
269,244015.373,2385252.375,309.619,XS GND,2010-04-01T11:03:44,
270,244016.410,2385254.088,309.475,XS GND,2010-04-01T11:03:55,
271,244017.058,2385255.459,309.659,XS GND,2010-04-01T11:04:10,
272,244017.769,2385256.292,309.644,XS GND,2010-04-01T11:04:21,
273,244018.169,2385256.755,309.345,XS GND,2010-04-01T11:04:34,
274,244018.918,2385257.927,309.746,XS GND,2010-04-01T11:04:50,
275,244019.778,2385259.296,310.105,XS GND,2010-04-01T11:05:05,
276,244019.737,2385259.451,310.675,XS WSE,2010-04-01T11:05:51,
277,244019.987,2385260.215,311.058,XS GND,2010-04-01T11:06:36,
278,244020.365,2385260.598,312.390,XS GND,2010-04-01T11:06:55,
279,244020.567,2385261.150,312.786,XS GND,2010-04-01T11:07:09,
280,244020.739,2385261.623,314.354,XS TRE,2010-04-01T11:07:32,
281,244021.073,2385261.989,314.491,XS GND,2010-04-01T11:07:44,
282,244021.783,2385263.528,314.686,XS GND,2010-04-01T11:07:57,
283,244022.511,2385265.083,314.540,XS GND,2010-04-01T11:09:50,
284,244023.420,2385267.057,314.620,XS GND,2010-04-01T11:10:06,
285,244024.455,2385269.082,314.842,XS GND,2010-04-01T11:10:18,
286,244025.006,2385270.228,315.119,XS GND,2010-04-01T11:10:31,
287,244026.572,2385273.907,317.116,XS GND,2010-04-01T11:10:52,
288,244026.725,2385274.834,317.597,XS JEND GND,2010-04-01T11:11:18,
289,243594.438,2385113.977,319.341,BM,2010-04-01T11:23:09,
290,243382.752,2384932.247,327.038,BM,2010-04-01T11:29:00,
291,243531.571,2385272.959,319.346,BM,2010-04-01T11:32:25,
292,243381.472,2385603.035,324.026,XS JST GND,2010-04-01T11:41:23,XS-2
293,243381.313,2385603.974,324.037,XS GND,2010-04-01T11:41:35,
294,243381.016,2385605.503,324.181,XS GND,2010-04-01T11:41:49,
295,243380.849,2385607.176,324.224,XS GND,2010-04-01T11:42:01,
296,243380.697,2385608.187,324.111,XS GND,2010-04-01T11:42:13,
297,243380.450,2385609.127,323.825,XS GND,2010-04-01T11:42:25,
298,243380.418,2385609.498,322.561,XS GND,2010-04-01T11:42:42,
299,243380.466,2385609.818,322.243,XS WSE,2010-04-01T11:43:11,
300,243380.453,2385609.869,321.991,XS GND,2010-04-01T11:43:31,
301,243380.304,2385610.810,321.662,XS GND,2010-04-01T11:43:49,
302,243380.064,2385611.770,321.477,XS TW,2010-04-01T11:44:15,
303,243379.943,2385612.971,321.594,XS GND,2010-04-01T11:44:40,
304,243379.837,2385614.151,321.939,XS GND,2010-04-01T11:44:53,
305,243379.853,2385614.846,322.166,XS WSE,2010-04-01T11:45:17,
306,243379.738,2385615.478,322.379,XS GND,2010-04-01T11:45:39,
307,243379.731,2385616.030,322.555,XS GND,2010-04-01T11:45:52,
308,243379.661,2385616.827,322.418,XS GND,2010-04-01T11:46:09,
309,243379.401,2385618.091,322.356,XS GND,2010-04-01T11:46:25,
310,243379.457,2385618.655,322.405,XS GND,2010-04-01T11:46:43,
311,243379.347,2385619.566,322.952,XS GND,2010-04-01T11:47:02,
312,243378.867,2385621.188,323.259,XS GND,2010-04-01T11:47:16,
313,243378.609,2385622.857,323.195,XS GND,2010-04-01T11:47:28,
314,243378.335,2385625.048,323.340,XS GND,2010-04-01T11:47:52,
315,243378.070,2385627.250,323.266,XS GND,2010-04-01T11:48:06,
316,243377.914,2385629.264,323.339,XS GND,2010-04-01T11:48:17,
317,243377.688,2385630.929,323.593,XS JEND GND,2010-04-01T11:48:31,
318,243330.289,2385646.278,325.297,XS JST GND,2010-04-01T11:53:02,XS-1
319,243332.256,2385646.322,325.212,XS GND,2010-04-01T11:53:14,
320,243334.968,2385646.375,325.450,XS GND,2010-04-01T11:53:25,
321,243337.487,2385646.325,325.303,XS GND,2010-04-01T11:53:37,
322,243340.266,2385646.344,325.263,XS GND,2010-04-01T11:53:51,
323,243342.731,2385646.383,325.225,XS GND,2010-04-01T11:54:02,
324,243344.788,2385646.356,325.000,XS GND,2010-04-01T11:54:18,
325,243346.155,2385646.429,324.755,XS GND,2010-04-01T11:54:29,
326,243347.162,2385646.427,324.214,XS GND,2010-04-01T11:54:42,
327,243347.675,2385646.351,323.566,XS GND,2010-04-01T11:54:57,
328,243348.294,2385646.316,323.350,XS GND,2010-04-01T11:55:12,
329,243348.596,2385646.248,322.760,XS GND,2010-04-01T11:55:24,
330,243349.267,2385646.219,322.861,XS GND,2010-04-01T11:55:35,
331,243350.144,2385646.223,323.176,XS GND,2010-04-01T11:55:49,
332,243350.736,2385646.263,323.221,XS GND,2010-04-01T11:56:03,
333,243351.197,2385646.262,322.612,XS WSE,2010-04-01T11:56:28,
334,243351.427,2385646.183,321.867,XS GND,2010-04-01T11:57:00,
335,243352.201,2385646.091,321.797,XS TW,2010-04-01T11:57:21,
336,243352.980,2385646.189,321.966,XS GND,2010-04-01T11:57:44,
337,243353.617,2385646.233,322.135,XS GND,2010-04-01T11:57:59,
338,243354.202,2385646.107,322.485,XS WSE,2010-04-01T11:58:22,
339,243355.383,2385646.132,322.918,XS GND,2010-04-01T11:58:47,
340,243356.262,2385646.131,323.376,XS GND,2010-04-01T11:59:01,
341,243357.694,2385646.136,323.417,XS GND,2010-04-01T11:59:12,
342,243359.391,2385646.062,323.488,XS GND,2010-04-01T11:59:24,
343,243360.471,2385646.140,323.570,XS GND,2010-04-01T11:59:35,
344,243362.093,2385646.051,323.784,XS GND,2010-04-01T11:59:48,
345,243364.015,2385646.109,323.749,XS GND,2010-04-01T12:00:02,
346,243366.320,2385646.220,323.682,XS GND,2010-04-01T12:00:14,
347,243367.725,2385646.220,323.728,XS GND,2010-04-01T12:00:25,
348,243369.328,2385646.260,324.133,XS GND,2010-04-01T12:00:38,
349,243371.111,2385646.265,324.321,XS GND,2010-04-01T12:00:52,
350,243372.531,2385646.370,324.372,XS JEND GND,2010-04-01T12:01:13,
BASE4,243740.726,2385660.242,339.130,BASE,2010-04-06T10:27:59,
BM6,243627.243,2385207.775,318.943,BM,2010-04-06T11:09:38,
351,243374.803,2384968.144,323.737,XS JST BM,2010-04-06T11:24:57,XS-4
352,243374.787,2384968.257,323.679,XS GND,2010-04-06T11:26:02,
353,243374.634,2384969.457,323.543,XS GND,2010-04-06T11:26:23,
354,243374.485,2384971.323,323.531,XS GND,2010-04-06T11:26:37,
355,243374.487,2384973.232,323.436,XS GND,2010-04-06T11:26:49,
356,243374.470,2384975.477,323.322,XS GND,2010-04-06T11:27:02,
357,243374.315,2384977.570,323.236,XS GND,2010-04-06T11:27:14,
358,243374.153,2384980.041,323.162,XS GND,2010-04-06T11:27:27,
359,243374.054,2384982.761,323.051,XS GND,2010-04-06T11:27:39,
360,243373.901,2384985.140,323.001,XS GND,2010-04-06T11:27:54,
361,243373.847,2384986.290,322.986,XS TRE,2010-04-06T11:28:21,
362,243373.607,2384986.856,321.229,XS GND,2010-04-06T11:28:55,
363,243373.610,2384987.826,320.106,XS GND,2010-04-06T11:29:08,
364,243373.670,2384988.748,318.669,XS GND,2010-04-06T11:30:28,
365,243373.696,2384989.141,318.414,XS GND,2010-04-06T11:30:44,
366,243373.591,2384989.768,318.139,XS GND,2010-04-06T11:30:58,
367,243373.542,2384989.970,317.916,XS WSE,2010-04-06T11:31:26,
368,243373.488,2384990.636,317.688,XS GND,2010-04-06T11:32:07,
369,243373.416,2384991.987,317.408,XS GND,2010-04-06T11:32:24,
370,243373.670,2384992.764,317.289,XS TW,2010-04-06T11:32:57,
371,243373.487,2384993.829,317.423,XS GND,2010-04-06T11:33:24,
372,243373.450,2384995.165,317.692,XS GND,2010-04-06T11:33:38,
373,243373.360,2384996.034,317.860,XS WSE,2010-04-06T11:33:58,
374,243373.381,2384997.290,318.403,XS GND,2010-04-06T11:34:23,
375,243373.236,2384998.762,319.308,XS GND,2010-04-06T11:34:40,
376,243373.085,2384999.738,319.119,XS GND,2010-04-06T11:34:54,
377,243372.911,2385001.408,319.494,XS GND,2010-04-06T11:35:09,
378,243372.906,2385002.478,319.868,XS GND,2010-04-06T11:35:25,
379,243372.646,2385004.869,319.720,XS GND,2010-04-06T11:35:38,
380,243372.505,2385005.913,319.777,XS GND,2010-04-06T11:35:54,
381,243372.176,2385008.134,320.506,XS GND,2010-04-06T11:36:13,
382,243371.542,2385011.667,320.928,XS GND,2010-04-06T11:36:29,
383,243371.150,2385014.068,321.140,XS GND,2010-04-06T11:36:46,
384,243370.892,2385016.830,321.259,XS GND,2010-04-06T11:36:58,
385,243370.793,2385019.359,321.301,XS GND,2010-04-06T11:37:11,
386,243370.772,2385020.568,321.224,XS GND,2010-04-06T11:37:27,
387,243370.710,2385020.763,321.283,XS JEND BM,2010-04-06T11:38:00,
388,243243.258,2384940.205,323.306,XS JST BM,2010-04-06T11:51:17,XS-3
389,243243.248,2384940.432,323.302,XS GND,2010-04-06T11:51:39,
390,243243.282,2384941.964,323.214,XS GND,2010-04-06T11:51:53,
391,243243.284,2384944.236,323.241,XS GND,2010-04-06T11:52:07,
392,243243.236,2384946.783,323.194,XS GND,2010-04-06T11:52:20,
393,243243.209,2384949.469,323.213,XS GND,2010-04-06T11:52:33,
394,243243.187,2384952.115,323.173,XS GND,2010-04-06T11:52:49,
395,243243.216,2384954.235,323.138,XS TRE,2010-04-06T11:53:16,
396,243243.379,2384954.924,320.423,XS GND,2010-04-06T11:53:56,
397,243243.435,2384955.303,319.778,XS GND,2010-04-06T11:54:10,
398,243243.609,2384955.735,319.108,XS WSE,2010-04-06T11:55:01,
399,243243.372,2384956.633,318.726,XS GND,2010-04-06T11:55:40,
400,243243.625,2384957.594,318.622,XS TW,2010-04-06T11:56:01,
401,243243.656,2384958.643,318.735,XS GND,2010-04-06T11:56:28,
402,243243.556,2384959.040,318.706,XS GND,2010-04-06T11:56:42,
403,243243.596,2384959.020,319.039,XS WSV,2010-04-06T11:57:29,
404,243243.338,2384959.270,319.840,XS GND,2010-04-06T11:58:04,
405,243243.238,2384959.831,320.280,XS GND,2010-04-06T11:58:18,
406,243243.086,2384960.644,320.123,XS GND,2010-04-06T11:58:36,
407,243243.443,2384961.271,319.506,XS GND,2010-04-06T11:58:52,
408,243243.401,2384961.635,319.161,XS WSV,2010-04-06T11:59:15,
409,243243.412,2384962.675,318.750,XS GND,2010-04-06T11:59:43,
410,243243.419,2384963.517,319.004,XS WSE,2010-04-06T12:00:06,
411,243243.499,2384964.158,319.370,XS GND,2010-04-06T12:00:34,
412,243243.740,2384964.678,319.893,XS GND,2010-04-06T12:00:48,
413,243243.835,2384965.858,320.181,XS GND,2010-04-06T12:01:06,
414,243243.985,2384967.240,320.103,XS GND,2010-04-06T12:01:20,
415,243244.091,2384968.642,320.686,XS GND,2010-04-06T12:01:37,
416,243243.801,2384970.535,321.370,XS GND,2010-04-06T12:01:52,
417,243243.277,2384972.476,321.939,XS GND,2010-04-06T12:02:09,
418,243243.046,2384974.897,322.333,XS GND,2010-04-06T12:02:27,
419,243242.999,2384977.636,322.424,XS GND,2010-04-06T12:02:48,
420,243242.980,2384979.097,322.373,XS JEND BM,2010-04-06T12:03:30,
421,243699.020,2385125.224,318.485,XS JST BM,2010-04-06T12:19:30,XS-5
422,243698.922,2385125.406,318.504,XS GND,2010-04-06T12:19:52,
423,243698.495,2385126.624,318.593,XS GND,2010-04-06T12:20:05,
424,243697.739,2385128.193,318.560,XS GND,2010-04-06T12:20:19,
425,243697.130,2385129.652,318.469,XS GND,2010-04-06T12:20:32,
426,243696.538,2385130.965,318.308,XS TRE,2010-04-06T12:20:59,
427,243696.360,2385131.637,316.441,XS GND,2010-04-06T12:21:24,
428,243696.264,2385132.298,315.822,XS GND,2010-04-06T12:21:41,
429,243696.242,2385132.727,315.381,XS GND,2010-04-06T12:22:03,
430,243695.963,2385133.768,315.300,XS GND,2010-04-06T12:22:25,
431,243695.668,2385134.284,314.551,XS WSE,2010-04-06T12:22:58,
432,243695.365,2385134.611,314.325,XS GND,2010-04-06T12:23:33,
433,243694.888,2385135.464,314.162,XS GND,2010-04-06T12:23:54,
434,243694.295,2385136.419,314.134,XS GND,2010-04-06T12:24:12,
435,243693.550,2385137.272,314.053,XS TW,2010-04-06T12:24:40,
436,243693.073,2385137.740,314.261,XS GND,2010-04-06T12:25:09,
437,243692.511,2385138.562,314.407,XS WSE,2010-04-06T12:25:40,
438,243692.240,2385139.086,314.828,XS GND,2010-04-06T12:26:07,
439,243692.607,2385140.072,314.159,XS GND,2010-04-06T12:27:54,
440,243692.157,2385140.565,314.330,XS GND,2010-04-06T12:28:17,
441,243690.575,2385142.263,315.694,XS GND,2010-04-06T12:29:13,
442,243690.259,2385142.993,315.246,XS GND,2010-04-06T12:29:27,
443,243689.989,2385143.607,315.251,XS GND,2010-04-06T12:29:44,
444,243690.149,2385144.491,316.428,XS GND,2010-04-06T12:30:00,
445,243689.544,2385145.830,316.879,XS GND,2010-04-06T12:30:18,
446,243689.596,2385145.967,316.919,XS JEND BM,2010-04-06T12:30:40,
447,243833.665,2385242.541,316.114,XS JST BM,2010-04-06T12:45:52,XS-6
448,243833.708,2385242.836,316.115,XS GND,2010-04-06T12:46:17,
449,243834.133,2385244.260,316.078,XS GND,2010-04-06T12:46:33,
450,243834.661,2385246.430,316.083,XS GND,2010-04-06T12:46:54,
451,243835.310,2385248.873,315.865,XS GND,2010-04-06T12:47:08,
452,243835.643,2385250.699,316.070,XS GND,2010-04-06T12:47:22,
453,243836.052,2385252.594,316.078,XS GND,2010-04-06T12:47:39,
454,243836.292,2385253.428,315.981,XS TRE,2010-04-06T12:48:07,
455,243836.666,2385254.636,311.756,XS WSE,2010-04-06T12:49:07,
456,243837.225,2385255.491,311.490,XS GND,2010-04-06T12:49:37,
457,243837.474,2385256.426,311.260,XS GND,2010-04-06T12:49:49,
458,243837.804,2385257.821,310.944,XS GND,2010-04-06T12:50:05,
459,243837.968,2385259.269,311.076,XS GND,2010-04-06T12:50:27,
460,243838.109,2385260.668,311.455,XS GND,2010-04-06T12:50:45,
461,243838.316,2385261.792,311.281,XS GND,2010-04-06T12:51:01,
462,243838.676,2385263.299,310.898,XS GND,2010-04-06T12:51:15,
463,243838.897,2385264.159,311.063,XS GND,2010-04-06T12:51:28,
464,243838.805,2385264.253,311.917,XS WSE,2010-04-06T12:52:15,
465,243839.095,2385264.675,312.456,XS GND,2010-04-06T12:52:37,
466,243839.761,2385266.162,313.105,XS GND,2010-04-06T12:52:52,
467,243840.099,2385268.722,313.662,XS GND,2010-04-06T12:53:06,
468,243840.291,2385271.054,314.080,XS GND,2010-04-06T12:53:18,
469,243840.720,2385273.833,314.146,XS GND,2010-04-06T12:53:30,
470,243841.217,2385276.238,314.058,XS GND,2010-04-06T12:53:41,
471,243841.438,2385277.703,314.041,XS GND,2010-04-06T12:53:54,
472,243841.659,2385278.424,313.934,XS GND,2010-04-06T12:54:06,
473,243841.647,2385278.633,313.969,XS JEND BM,2010-04-06T12:54:30,
474,243865.634,2385247.702,315.783,XS JST BM,2010-04-06T12:57:47,XS-7
475,243865.518,2385247.825,315.692,XS GND,2010-04-06T12:58:07,
476,243864.906,2385249.161,315.763,XS GND,2010-04-06T12:58:18,
477,243863.698,2385251.496,315.827,XS GND,2010-04-06T12:58:29,
