Point,Northing,Easting,Elevation,Code,Timestamp,Comment
478,243862.985,2385253.108,315.835,XS GND,2010-04-06T12:58:40,
479,243862.112,2385254.871,315.950,XS GND,2010-04-06T12:58:51,
480,243861.410,2385256.233,315.832,XS TRE,2010-04-06T12:59:11,
481,243861.034,2385256.850,314.386,XS GND,2010-04-06T12:59:50,
482,243860.281,2385257.067,311.825,XS WSE,2010-04-06T13:01:18,
483,243860.305,2385257.543,311.083,XS GND,2010-04-06T13:01:38,
484,243859.920,2385258.593,310.931,XS TW,2010-04-06T13:01:58,
485,243859.278,2385259.861,311.047,XS GND,2010-04-06T13:02:23,
486,243858.843,2385261.104,311.378,XS GND,2010-04-06T13:02:36,
487,243858.105,2385262.576,311.446,XS GND,2010-04-06T13:02:49,
488,243857.542,2385264.059,311.624,XS GND,2010-04-06T13:03:00,
489,243856.927,2385265.598,311.699,XS WSE,2010-04-06T13:03:27,
490,243856.768,2385265.940,312.247,XS GND,2010-04-06T13:03:55,
491,243856.116,2385266.980,312.862,XS GND,2010-04-06T13:04:11,
492,243855.471,2385268.074,312.807,XS GND,2010-04-06T13:04:22,
493,243854.940,2385269.041,313.023,XS GND,2010-04-06T13:04:34,
494,243854.575,2385269.990,313.546,XS GND,2010-04-06T13:04:48,
495,243853.615,2385271.664,313.809,XS GND,2010-04-06T13:04:58,
496,243852.552,2385273.952,313.878,XS GND,2010-04-06T13:05:09,
497,243851.294,2385276.248,314.011,XS GND,2010-04-06T13:05:22,
498,243850.545,2385277.835,314.038,XS GND,2010-04-06T13:05:31,
499,243849.950,2385279.096,313.981,XS GND,2010-04-06T13:05:44,
500,243849.811,2385279.176,313.974,XS JEND BM,2010-04-06T13:06:05,
BM7,244312.707,2385257.139,319.897,BM,2010-04-06T13:38:51,
BM8,243531.556,2385272.972,319.337,BM,2010-04-06T13:47:09,
BM9,243627.237,2385207.768,318.958,BM,2010-04-06T13:55:05,
BM10,243382.749,2384932.242,327.080,BM,2010-04-06T14:01:30,
BASE6,243740.726,2385660.242,339.130,BASE,2010-04-07T11:37:01,
BM11,243941.635,2385464.807,326.633,BM,2010-04-07T12:02:32,
501,244034.599,2386110.648,363.807,WELL,2010-04-07T12:10:21,
502,243870.957,2385424.047,323.439,WELL,2010-04-07T12:13:49,
503,243887.412,2385382.368,322.057,BORE,2010-04-07T12:15:06,
504,243500.630,2385449.844,322.325,WELL,2010-04-07T12:18:26,
505,243561.632,2385465.077,321.147,BORE,2010-04-07T12:19:48,
506,243351.788,2385711.690,326.472,BORE,2010-04-07T12:22:07,
507,243639.549,2385239.221,318.303,BORE,2010-04-07T12:29:30,
508,243616.615,2385262.063,318.397,WELL,2010-04-07T12:34:02,
509,243156.228,2385576.524,328.114,WELL,2010-04-07T12:40:55,
510,243242.856,2385571.671,326.018,BORE,2010-04-07T12:44:02,
511,243251.828,2385282.369,327.615,BORE,2010-04-07T12:46:19,
512,243442.452,2385195.858,320.507,BORE,2010-04-07T12:47:40,
513,243382.276,2385207.109,321.520,WELL,2010-04-07T12:55:11,
514,243313.320,2385072.227,322.018,WELL,2010-04-07T13:00:43,
515,243070.695,2384943.451,330.427,BORE,2010-04-07T13:05:13,
516,243581.063,2385133.801,319.093,WELL,2010-04-07T13:09:34,
BM12,243594.420,2385113.989,319.304,BM,2010-04-07T13:14:19,
517,243334.025,2384880.479,330.083,WELL,2010-04-07T13:22:09,
518,243865.539,2385169.413,315.734,WELL,2010-04-07T13:31:51,
519,244035.130,2385073.629,314.838,WELL,2010-04-07T13:33:22,
520,243994.290,2385336.453,322.146,BORE,2010-04-07T13:38:41,
521,244292.554,2385234.046,314.112,BORE,2010-04-07T13:40:50,
522,244494.554,2385154.574,316.437,WELL,2010-04-07T13:42:33,
523,243260.645,2385672.259,325.859,BORE,2010-04-07T13:50:51,
524,243778.228,2385573.275,330.479,WELL,2010-04-07T13:55:35,
525,244243.472,2385600.209,343.440,WELL,2010-04-07T13:59:07,
526,244380.723,2385291.673,330.622,WELL,2010-04-07T14:01:20,
527,243910.094,2385217.727,314.781,BORE,2010-04-09T10:23:50,
528,243942.425,2385041.571,319.946,BORE,2010-04-09T10:28:23,
529,243962.871,2385112.452,313.962,BORE,2010-04-09T10:29:11,
530,243966.375,2385125.429,313.603,BORE,2010-04-09T10:29:33,
531,243968.992,2385135.393,313.864,BORE,2010-04-09T10:29:51,
532,243983.544,2385180.251,314.083,BORE,2010-04-09T10:30:24,
533,243999.135,2385218.570,313.086,BORE,2010-04-09T10:31:26,
534,244148.546,2385101.816,311.950,BORE,2010-04-09T10:36:05,
536,243027.556,2384901.362,331.750,WELL,2010-04-09T11:12:52,
537,242940.554,2384523.345,329.736,BORE,2010-04-09T11:14:59,
538,242916.544,2384449.342,329.200,WELL,2010-04-09T11:16:15,
539,243203.748,2384817.972,325.187,BORE,2010-04-09T11:19:59,
540,243336.532,2384556.388,348.123,WELL,2010-04-09T11:26:32,
541,243409.348,2384638.682,347.249,BORE,2010-04-09T11:28:24,
542,243125.595,2384370.461,339.515,BORE,2010-04-09T11:30:30,
543,243374.064,2384890.667,330.467,BORE,2010-04-09T11:38:47,
544,243652.072,2384979.304,334.514,WELL,2010-04-09T11:41:17,
545,243739.928,2384983.600,331.258,BORE,2010-04-09T11:42:20,
546,243923.196,2384931.996,327.783,BORE,2010-04-09T11:43:48,
547,244034.890,2384677.774,335.809,WELL,2010-04-09T11:45:30,
548,244080.414,2384731.478,331.108,BORE,2010-04-09T11:46:07,
549,244345.045,2384825.768,323.687,WELL,2010-04-09T11:52:51,
550,244399.454,2384861.290,318.306,BORE,2010-04-09T11:53:54,
551,244215.090,2384804.612,324.472,BORE,2010-04-09T11:55:38,
552,244168.328,2384747.595,329.054,WELL,2010-04-09T12:01:38,
BM13,243594.452,2385113.972,319.288,BM,2010-04-09T12:08:47,
BM14,243941.643,2385464.765,326.596,BM,2010-04-09T12:21:47,
553,244548.748,2384905.693,306.527,WELL GND,2010-04-12T12:18:12,
554,244554.283,2384904.889,306.428,WELL GND,2010-04-12T12:19:48,
555,244561.200,2384894.652,303.130,WELL GND,2010-04-12T12:20:37,
558,243895.130,2385308.106,312.800,WELL GND,2010-04-12T12:40:27,
559,243908.600,2385307.898,310.704,WELL GND,2010-04-12T12:40:57,
560,243911.107,2385301.756,313.506,WELL GND,2010-04-12T12:41:29,
561,243737.904,2385223.678,315.504,WELL GND,2010-04-12T13:03:44,
562,243746.489,2385231.953,312.257,WELL GND,2010-04-12T13:04:11,
563,243751.541,2385237.722,316.867,WELL GND,2010-04-12T13:04:48,
564,243664.551,2385296.368,316.157,WELL GND,2010-04-12T13:19:42,
565,243659.924,2385302.845,313.730,WELL GND,2010-04-12T13:20:07,
566,243652.430,2385307.342,316.865,WELL GND,2010-04-12T13:20:56,
567,243260.275,2385690.082,325.733,WELL GND,2010-04-12T13:34:44,
569,243262.201,2385697.502,323.756,WELL GND,2010-04-12T13:35:48,
570,243259.818,2385703.419,325.110,WELL GND,2010-04-12T13:36:21,
571,243330.047,2385635.506,325.087,DP,2010-04-12T13:43:59,
572,243362.876,2385647.614,323.745,DP,2010-04-12T13:45:34,
573,243374.805,2385626.389,323.454,DP,2010-04-12T13:46:17,
574,243377.166,2385650.711,324.340,DP,2010-04-12T13:46:58,
575,243673.140,2385196.330,318.225,DP,2010-04-12T13:56:23,
576,243677.354,2385168.041,317.821,DP,2010-04-12T13:57:12,
577,243686.299,2385150.544,317.206,DP,2010-04-12T13:57:50,
578,243872.825,2385240.500,315.453,DP,2010-04-12T14:03:09,
579,243845.991,2385278.965,314.134,DP,2010-04-12T14:04:29,
580,243854.362,2385297.357,314.885,DP,2010-04-12T14:04:58,
581,244044.469,2385247.311,313.723,DP,2010-04-12T14:08:24,
582,244014.512,2385226.532,312.661,DP,2010-04-12T14:09:14,
583,244007.150,2385225.785,312.635,BORE,2010-04-12T14:12:21,
584,243993.057,2385232.336,313.299,DP,2010-04-12T14:13:24,
585,243974.843,2385219.548,315.021,DP,2010-04-12T14:15:21,
586,244116.645,2385205.477,313.647,DP,2010-04-12T14:17:28,
587,244117.310,2385220.870,311.545,DP,2010-04-12T14:18:21,
588,244261.910,2385162.526,312.394,DP,2010-04-12T14:27:47,
589,244232.604,2385155.467,310.622,DP,2010-04-12T14:30:08,
590,244244.396,2385153.049,310.092,DP,2010-04-12T14:30:39,
591,244235.901,2385139.298,311.308,DP,2010-04-12T14:31:01,
592,244327.295,2385042.409,309.596,DP,2010-04-12T14:34:06,
593,244334.431,2385067.529,309.433,DP,2010-04-12T14:34:26,
594,244347.890,2385051.580,309.063,DP,2010-04-12T14:34:46,
595,244327.795,2385009.372,307.566,DP,2010-04-12T14:35:29,
596,244370.632,2385044.376,310.831,DP,2010-04-12T14:36:34,
597,244399.827,2384983.101,310.357,DP,2010-04-12T14:38:34,
598,244384.306,2384960.006,308.179,DP,2010-04-12T14:39:04,
599,244420.569,2384930.532,307.196,DP,2010-04-12T14:41:39,
600,243382.619,2385008.076,320.099,DP,2010-04-12T14:53:18,
601,243373.716,2385017.365,321.187,DP,2010-04-12T14:53:48,
602,243237.735,2384976.180,322.539,DP,2010-04-12T14:59:05,
603,243222.023,2384955.906,321.754,DP,2010-04-12T15:00:06,
604,243131.760,2384735.052,325.096,WELL GND,2010-04-12T15:06:00,
605,243139.374,2384727.469,322.046,WELL GND,2010-04-12T15:06:46,
606,243129.621,2384707.579,325.854,WELL GND,2010-04-12T15:07:15,
607,243796.613,2385568.698,330.398,BORE,2010-04-12T15:25:01,
BM15,243941.613,2385464.775,326.613,BM,2010-04-12T15:31:20,
608,243795.699,2385230.073,317.158,XS JST GND,2010-04-15T14:04:47,XS-15
609,243794.639,2385230.340,317.318,XS GND,2010-04-15T14:05:04,
610,243792.858,2385230.983,317.265,XS GND,2010-04-15T14:05:17,
611,243791.594,2385231.364,317.261,XS GND,2010-04-15T14:06:26,
612,243789.928,2385231.932,317.105,XS GND,2010-04-15T14:06:39,
613,243788.635,2385232.253,317.154,XS GND,2010-04-15T14:06:52,
614,243787.811,2385232.491,317.005,XS TRE,2010-04-15T14:07:23,
615,243787.155,2385232.621,314.287,XS GND,2010-04-15T14:07:58,
616,243786.874,2385232.973,312.567,XS WSE,2010-04-15T14:09:21,
617,243786.840,2385233.002,312.016,XS GND,2010-04-15T14:09:44,
618,243785.855,2385232.811,311.936,XS GND,2010-04-15T14:10:01,
619,243784.560,2385232.914,311.866,XS GND,2010-04-15T14:10:15,
620,243783.515,2385233.089,311.772,XS TW,2010-04-15T14:10:36,
621,243782.312,2385233.412,311.896,XS BRT,2010-04-15T14:11:09,
622,243780.664,2385234.080,312.349,XS GND,2010-04-15T14:11:44,
623,243780.210,2385234.534,312.507,XS WSE,2010-04-15T14:12:12,
624,243779.818,2385234.731,312.817,XS GND,2010-04-15T14:12:40,
625,243779.055,2385234.995,312.977,XS GND,2010-04-15T14:12:53,
626,243777.669,2385235.662,313.577,XS GND,2010-04-15T14:13:10,
627,243775.555,2385236.639,313.785,XS GND,2010-04-15T14:13:32,
628,243774.190,2385237.288,314.005,XS GND,2010-04-15T14:13:46,
629,243772.234,2385238.078,314.677,XS GND,2010-04-15T14:14:00,
630,243770.620,2385238.721,315.325,XS GND,2010-04-15T14:14:17,
631,243768.129,2385239.597,315.282,XS GND,2010-04-15T14:14:31,
632,243765.581,2385240.104,315.355,XS GND,2010-04-15T14:14:45,
633,243763.221,2385240.936,315.393,XS GND,2010-04-15T14:14:57,
634,243761.081,2385241.641,315.688,XS GND,2010-04-15T14:15:11,
635,243758.616,2385242.435,315.966,XS GND,2010-04-15T14:15:23,
636,243756.327,2385243.283,316.141,XS GND,2010-04-15T14:15:36,
637,243753.961,2385244.028,316.407,XS GND,2010-04-15T14:15:50,
638,243751.618,2385244.856,316.477,XS GND,2010-04-15T14:16:04,
639,243748.943,2385245.671,316.155,XS GND,2010-04-15T14:16:18,
640,243746.556,2385246.424,316.061,XS GND,2010-04-15T14:16:32,
641,243744.347,2385247.223,316.384,XS GND,2010-04-15T14:16:44,
642,243742.182,2385247.896,316.731,XS GND,2010-04-15T14:16:55,
643,243739.569,2385248.655,316.820,XS GND,2010-04-15T14:17:07,
644,243737.291,2385249.436,317.043,XS GND,2010-04-15T14:17:18,
645,243735.171,2385250.280,317.034,XS GND,2010-04-15T14:17:29,
646,243733.096,2385250.807,317.096,XS GND,2010-04-15T14:17:42,
647,243731.029,2385251.476,317.105,XS JEND GND,2010-04-15T14:17:55,
648,243727.915,2385168.658,317.515,XS JST GND,2010-04-15T14:26:22,XS-14
649,243728.009,2385170.412,317.416,XS GND,2010-04-15T14:26:35,
650,243728.225,2385171.663,317.372,XS GND,2010-04-15T14:27:23,
651,243728.222,2385173.346,317.411,XS GND,2010-04-15T14:27:36,
652,243728.329,2385175.229,317.446,XS GND,2010-04-15T14:27:49,
653,243728.373,2385177.104,317.449,XS GND,2010-04-15T14:28:00,
654,243728.402,2385178.842,317.435,XS GND,2010-04-15T14:28:12,
655,243728.577,2385181.165,317.410,XS GND,2010-04-15T14:28:25,
656,243728.640,2385183.320,317.479,XS GND,2010-04-15T14:28:38,
657,243728.657,2385185.536,317.479,XS GND,2010-04-15T14:28:52,
658,243728.442,2385187.751,317.377,XS GND,2010-04-15T14:29:06,
659,243728.675,2385190.098,316.817,XS GND,2010-04-15T14:29:23,
660,243728.502,2385192.007,316.835,XS GND,2010-04-15T14:29:40,
661,243728.491,2385194.144,316.703,XS GND,2010-04-15T14:30:01,
662,243728.601,2385196.381,316.927,XS GND,2010-04-15T14:30:21,
663,243728.674,2385198.423,316.851,XS GND,2010-04-15T14:30:36,
664,243728.568,2385200.683,316.717,XS GND,2010-04-15T14:30:51,
665,243728.630,2385203.547,316.691,XS GND,2010-04-15T14:31:06,
666,243728.574,2385206.179,316.396,XS GND,2010-04-15T14:31:18,
667,243728.701,2385209.276,316.341,XS GND,2010-04-15T14:31:29,
668,243728.820,2385212.493,316.194,XS GND,2010-04-15T14:31:42,
669,243728.947,2385215.231,316.035,XS GND,2010-04-15T14:31:54,
670,243729.045,2385217.827,316.146,XS GND,2010-04-15T14:32:06,
671,243729.164,2385220.301,316.114,XS GND,2010-04-15T14:32:18,
672,243729.268,2385222.750,315.890,XS GND,2010-04-15T14:32:31,
673,243729.268,2385225.230,315.815,XS GND,2010-04-15T14:32:43,
674,243729.305,2385226.494,315.514,XS GND,2010-04-15T14:32:55,
675,243729.400,2385227.815,314.682,XS GND,2010-04-15T14:33:08,
676,243729.425,2385229.160,314.142,XS GND,2010-04-15T14:33:22,
677,243729.525,2385230.231,313.963,XS GND,2010-04-15T14:33:33,
678,243729.528,2385231.117,313.561,XS GND,2010-04-15T14:33:46,
679,243729.324,2385231.616,313.523,XS GND,2010-04-15T14:33:58,
680,243729.483,2385231.829,313.028,XS WSE,2010-04-15T14:34:22,
681,243729.443,2385232.269,312.598,XS GND,2010-04-15T14:34:52,
682,243729.508,2385233.013,312.439,XS GND,2010-04-15T14:35:16,
683,243729.533,2385234.244,312.337,XS GND,2010-04-15T14:35:29,
684,243729.540,2385235.190,312.209,XS TW,2010-04-15T14:35:49,
685,243729.401,2385235.990,312.176,XS GND,2010-04-15T14:36:12,
686,243729.442,2385236.163,312.716,XS GND,2010-04-15T14:36:28,
687,243729.496,2385236.454,312.955,XS WSE,2010-04-15T14:36:53,
688,243729.441,2385237.080,313.142,XS GND,2010-04-15T14:37:13,
689,243729.536,2385238.196,313.757,XS GND,2010-04-15T14:37:33,
690,243729.311,2385239.468,315.306,XS GND,2010-04-15T14:38:19,
691,243729.378,2385239.877,317.068,XS TRE,2010-04-15T14:38:48,
692,243729.624,2385240.864,317.176,XS GND,2010-04-15T14:39:07,
693,243729.722,2385242.408,317.208,XS GND,2010-04-15T14:39:20,
694,243730.002,2385244.487,317.279,XS GND,2010-04-15T14:39:33,
695,243730.175,2385246.171,317.205,XS GND,2010-04-15T14:39:44,
696,243730.350,2385248.125,317.215,XS GND,2010-04-15T14:39:55,
697,243730.602,2385249.742,317.149,XS GND,2010-04-15T14:40:09,
698,243730.782,2385251.232,317.162,XS JEND GND,2010-04-15T14:40:40,
699,243727.656,2385168.756,317.543,XS JST GND,2010-04-15T14:44:57,XS-13
700,243726.477,2385169.209,317.477,XS GND,2010-04-15T14:45:18,
701,243725.127,2385169.870,317.487,XS GND,2010-04-15T14:45:30,
702,243723.506,2385170.559,317.522,XS GND,2010-04-15T14:45:43,
703,243721.699,2385170.957,317.631,XS GND,2010-04-15T14:45:58,
704,243719.709,2385171.558,317.538,XS GND,2010-04-15T14:46:12,
705,243718.186,2385172.206,317.602,XS GND,2010-04-15T14:46:25,
706,243717.073,2385172.495,317.472,XS TRE,2010-04-15T14:46:58,
707,243716.405,2385172.902,316.922,XS GND,2010-04-15T14:47:22,
708,243715.656,2385173.252,316.403,XS GND,2010-04-15T14:47:38,
709,243714.786,2385173.649,316.137,XS GND,2010-04-15T14:47:53,
710,243713.493,2385173.979,315.902,XS GND,2010-04-15T14:48:06,
711,243712.113,2385174.510,315.650,XS GND,2010-04-15T14:48:18,
712,243710.843,2385174.899,315.399,XS GND,2010-04-15T14:48:29,
713,243709.601,2385175.250,315.009,XS GND,2010-04-15T14:48:41,
714,243708.554,2385175.714,315.145,XS GND,2010-04-15T14:48:55,
715,243707.353,2385176.189,315.104,XS GND,2010-04-15T14:49:09,
716,243706.036,2385176.752,314.990,XS GND,2010-04-15T14:49:22,
717,243704.867,2385177.198,314.627,XS GND,2010-04-15T14:49:39,
718,243703.379,2385177.627,314.116,XS GND,2010-04-15T14:49:52,
719,243701.964,2385178.091,313.668,XS WSE,2010-04-15T14:50:17,
720,243701.048,2385178.475,313.324,XS GND,2010-04-15T14:50:40,
721,243699.987,2385178.850,312.950,XS BRT,2010-04-15T14:51:05,
722,243699.177,2385179.131,312.817,XS GND,2010-04-15T14:51:36,
723,243698.282,2385179.406,312.850,XS TW,2010-04-15T14:52:00,
724,243697.413,2385179.762,312.953,XS GND,2010-04-15T14:52:30,
725,243696.536,2385179.977,313.221,XS GND,2010-04-15T14:52:42,
726,243695.653,2385180.182,313.085,XS GND,2010-04-15T14:52:53,
727,243695.172,2385180.416,313.142,XS BKT,2010-04-15T14:53:25,
728,243695.106,2385180.603,313.604,XS WSE,2010-04-15T14:53:51,
729,243694.712,2385180.626,316.748,XS TRE,2010-04-15T14:55:25,
730,243693.595,2385181.328,316.918,XS GND,2010-04-15T14:55:48,
731,243691.701,2385182.123,317.189,XS GND,2010-04-15T14:56:03,
732,243689.901,2385182.692,317.328,XS GND,2010-04-15T14:56:14,
733,243688.073,2385183.262,317.414,XS GND,2010-04-15T14:56:24,
734,243686.525,2385183.992,317.512,XS GND,2010-04-15T14:56:35,
735,243685.011,2385184.674,317.658,XS GND,2010-04-15T14:56:46,
736,243684.099,2385185.114,317.667,XS JEND GND,2010-04-15T14:57:10,
BM16,243941.635,2385464.799,326.574,BM,2010-04-15T15:15:25,
